"","country_region_code","country_region","sub_country","sub_region_1","sub_region_2","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"79878","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-04-25,-75,-32,39,-48,-48,18
"79879","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-04-26,-78,-35,37,-47,-45,14
"79880","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-04-27,-69,-31,44,-60,-66,27
"79881","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-04-28,-73,-34,-29,-70,-68,28
"79882","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-04-29,-72,-30,-5,-67,-67,30
"79883","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-04-30,-72,-33,-9,-67,-67,30
"79884","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-01,-71,-31,10,-60,-65,29
"79885","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-02,-75,-33,44,-47,-47,18
"79886","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-03,-79,-39,3,-51,-46,15
"79887","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-04,-68,-28,65,-58,-66,27
"79888","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-05,-68,-26,50,-60,-66,28
"79889","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-06,-67,-24,50,-59,-65,28
"79890","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-07,-63,-20,63,-57,-65,27
"79891","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-08,-73,-29,71,-61,-81,32
"79892","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-09,-75,-30,54,-46,-47,17
"79893","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-10,-79,-39,-13,-59,-42,14
"79894","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-11,-66,-26,36,-60,-65,26
"79895","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-12,-65,-23,79,-57,-64,27
"79896","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-13,-67,-25,54,-58,-63,27
"79897","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-14,-64,-23,97,-55,-63,25
"79898","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-15,-67,-22,82,-51,-62,26
"79899","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-16,-71,-26,74,-39,-40,15
"79900","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-17,-73,-31,84,-32,-36,12
"79901","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-18,-62,-19,115,-51,-62,24
"79902","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-19,-61,-19,117,-53,-62,25
"79903","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-20,-64,-18,116,-53,-62,25
"79904","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-21,-61,-19,113,-54,-62,25
"79905","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-22,-64,-20,67,-52,-60,25
"79906","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-23,-70,-25,34,-46,-39,16
"79907","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-24,-71,-25,115,-29,-35,10
"79908","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-25,-65,-25,NA,-54,-82,27
"79909","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-26,-58,-13,146,-51,-61,23
"79910","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-27,-59,-15,125,-50,-60,24
"79911","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-28,-58,-16,147,-50,-60,24
"79912","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-29,-61,-13,NA,-44,-58,23
"79913","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-30,-67,-19,106,-33,-27,12
"79914","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-05-31,-69,-24,98,-28,-23,9
"79915","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-01,-57,-13,126,-45,-56,21
"79916","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-02,-58,-15,146,-46,-56,22
"79917","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-03,-60,-20,11,-55,-57,25
"79918","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-04,-58,-17,76,-50,-56,24
"79919","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-05,-61,-14,77,-47,-54,23
"79920","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-06,-66,-20,30,-42,-30,14
"79921","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-07,-67,-22,96,-29,-19,9
"79922","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-08,-56,-14,104,-47,-55,21
"79923","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-09,-56,-14,131,-47,-54,22
"79924","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-10,-58,-16,49,-53,-55,24
"79925","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-11,-58,-17,35,-56,-55,24
"79926","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-12,-61,-16,44,-54,-54,23
"79927","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-13,-64,-17,NA,-34,-18,11
"79928","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-14,-67,-22,71,-38,-14,9
"79929","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-15,-50,-11,131,-45,-53,20
"79930","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-16,-51,-11,109,-48,-53,22
"79931","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-17,-53,-14,51,-49,-54,23
"79932","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-18,-52,-17,-9,-58,-55,24
"79933","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-19,-52,-8,53,-47,-52,21
"79934","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-20,-56,-11,77,-32,-15,9
"79935","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-21,-62,-19,70,-29,-4,7
"79936","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-22,-48,-12,131,-44,-54,19
"79937","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-23,-49,-8,154,-45,-53,19
"79938","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-24,-52,-7,99,-46,-52,19
"79939","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-25,-50,-7,113,-47,-53,20
"79940","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-26,-50,-6,NA,-45,-51,19
"79941","GB","United Kingdom","England","South Gloucestershire","","GB-SGC",NA,2020-06-27,-53,-15,4,-42,-22,12
"79942","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-02-15,-7,-5,-32,-12,-2,3
"79943","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-02-16,-1,-2,-2,-5,-1,1
"79944","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-02-17,3,1,9,-4,0,1
"79945","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-02-18,3,2,-3,-2,2,0
"79946","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-02-19,0,0,-10,-1,2,0
"79947","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-02-20,-1,-1,-3,0,2,0
"79948","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-02-21,-7,-1,-16,-4,-2,2
"79949","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-02-22,-4,0,-22,-8,-1,1
"79950","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-02-23,0,-3,6,0,-1,0
"79951","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-02-24,0,-1,-3,-8,0,1
"79952","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-02-25,3,5,13,-4,1,0
"79953","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-02-26,3,-1,10,-6,0,0
"79954","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-02-27,3,3,5,0,0,0
"79955","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-02-28,1,2,-8,-3,0,0
"79956","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-02-29,3,0,2,2,2,0
"79957","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-01,-2,-3,-23,-10,-3,0
"79958","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-02,7,3,10,1,1,0
"79959","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-03,5,4,22,-1,1,0
"79960","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-04,7,4,22,2,1,-1
"79961","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-05,5,6,33,5,1,0
"79962","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-06,3,5,15,0,0,0
"79963","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-07,-2,3,0,2,2,0
"79964","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-08,1,2,13,-4,2,-1
"79965","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-09,5,3,12,-3,0,1
"79966","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-10,1,5,3,-6,0,1
"79967","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-11,0,5,0,-5,0,1
"79968","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-12,0,11,-6,-1,-2,1
"79969","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-13,0,13,13,0,-3,1
"79970","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-14,-5,10,7,-4,-1,2
"79971","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-15,-4,10,21,-6,-4,1
"79972","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-16,2,16,24,-12,-8,4
"79973","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-17,-6,22,0,-21,-13,7
"79974","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-18,-10,24,12,-24,-20,9
"79975","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-19,-7,28,45,-23,-25,10
"79976","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-20,-16,13,48,-28,-27,11
"79977","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-21,-35,11,51,-32,-23,10
"79978","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-22,-41,-9,73,-29,-29,7
"79979","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-23,-32,-6,12,-43,-41,16
"79980","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-24,-63,-18,-3,-58,-57,23
"79981","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-25,-69,-21,-9,-63,-65,26
"79982","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-26,-70,-22,8,-65,-68,27
"79983","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-27,-71,-23,-19,-67,-69,28
"79984","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-28,-78,-27,-6,-65,-57,19
"79985","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-29,-78,-38,-6,-57,-54,14
"79986","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-30,-66,-25,16,-66,-70,26
"79987","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-03-31,-67,-20,6,-66,-71,26
"79988","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-01,-68,-25,-10,-66,-70,27
"79989","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-02,-69,-24,-17,-69,-71,28
"79990","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-03,-69,-24,-19,-67,-70,28
"79991","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-04,-75,-26,-7,-64,-56,18
"79992","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-05,-75,-34,0,-60,-52,14
"79993","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-06,-66,-25,5,-67,-71,26
"79994","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-07,-65,-20,14,-62,-71,26
"79995","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-08,-66,-24,-1,-64,-70,26
"79996","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-09,-66,-20,-14,-64,-71,27
"79997","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-10,-68,-25,-5,-65,-76,29
"79998","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-11,-73,-23,-3,-59,-57,18
"79999","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-12,-76,-37,-13,-57,-54,14
"80000","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-13,-71,-32,28,-70,-81,29
"80001","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-14,-62,-21,6,-63,-71,26
"80002","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-15,-65,-22,6,-62,-70,27
"80003","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-16,-64,-22,0,-63,-70,27
"80004","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-17,-67,-24,-7,-63,-70,28
"80005","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-18,-72,-24,13,-57,-52,18
"80006","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-19,-71,-29,21,-51,-48,13
"80007","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-20,-61,-23,29,-58,-68,25
"80008","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-21,-63,-20,19,-60,-68,26
"80009","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-22,-64,-20,25,-59,-68,26
"80010","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-23,-64,-19,20,-57,-68,26
"80011","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-24,-65,-19,14,-59,-67,26
"80012","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-25,-71,-21,16,-56,-50,17
"80013","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-26,-68,-29,7,-51,-47,13
"80014","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-27,-59,-22,27,-59,-67,24
"80015","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-28,-62,-21,4,-60,-67,23
"80016","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-29,-65,-23,-13,-63,-67,26
"80017","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-04-30,-64,-17,7,-58,-67,26
"80018","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-01,-65,-21,14,-59,-66,26
"80019","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-02,-70,-20,30,-51,-49,17
"80020","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-03,-66,-27,26,-47,-44,12
"80021","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-04,-60,-19,38,-58,-67,24
"80022","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-05,-58,-16,53,-55,-65,24
"80023","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-06,-59,-14,51,-53,-65,24
"80024","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-07,-58,-13,25,-55,-66,25
"80025","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-08,-62,-19,27,-59,-71,27
"80026","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-09,-68,-20,29,-50,-48,16
"80027","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-10,-68,-28,-3,-51,-43,13
"80028","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-11,-55,-19,49,-54,-64,23
"80029","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-12,-56,-17,20,-55,-64,24
"80030","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-13,-57,-16,45,-50,-63,24
"80031","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-14,-57,-15,26,-55,-64,23
"80032","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-15,-60,-18,11,-55,-63,25
"80033","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-16,-67,-19,10,-54,-44,16
"80034","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-17,-68,-29,-34,-56,-42,13
"80035","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-18,-54,-19,19,-54,-62,23
"80036","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-19,-56,-15,25,-54,-63,24
"80037","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-20,-57,-15,71,-48,-62,23
"80038","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-21,-55,-13,38,-50,-62,24
"80039","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-22,-60,-18,-23,-59,-63,26
"80040","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-23,-71,-24,-53,-63,-45,17
"80041","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-24,-64,-23,5,-47,-39,12
"80042","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-25,-54,-18,NA,-55,-71,24
"80043","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-26,-50,-11,70,-49,-60,22
"80044","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-27,-52,-12,64,-46,-59,22
"80045","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-28,-52,-4,66,-46,-59,22
"80046","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-29,-55,-8,56,-47,-59,21
"80047","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-30,-63,-8,62,-41,-30,11
"80048","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-05-31,-58,-14,64,-29,-24,8
"80049","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-06-01,-45,-9,NA,-43,-57,19
"80050","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-06-02,-48,-11,58,-49,-58,21
"80051","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-06-03,-48,-12,54,-45,-58,21
"80052","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-06-04,-52,-14,12,-51,-58,23
"80053","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-06-05,-53,-12,36,-50,-56,22
"80054","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-06-06,-60,-12,75,-44,-29,13
"80055","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-06-07,-54,-17,93,-37,-26,9
"80056","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-06-08,-42,-13,NA,-45,-54,19
"80057","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-06-09,-45,-11,61,-49,-55,20
"80058","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-06-10,-52,-17,-14,-52,-56,22
"80059","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-06-11,-47,-9,74,-46,-54,21
"80060","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-06-12,-50,-12,52,-49,-54,21
"80061","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-06-13,-60,-15,15,-49,-29,14
"80062","GB","United Kingdom","Scotland","South Lanarkshire","","GB-SLK",NA,2020-06-14,-52,-17,NA,-35,-19,8
